elec_date,county_name,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",10011,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,26,26,3,JASON NICHOLS,DEM,112,378,2930,3420
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",10011,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,26,26,4,JOHN FOREMAN,IND,8,22,264,294
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",10016,FOR STATE SENATOR DISTRICT 4,,26,26,1,MARK DEAN ALLEN,REP,168,592,6200,6960
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",10016,FOR STATE SENATOR DISTRICT 4,,26,26,2,EDDIE MARTIN,DEM,144,488,3855,4487
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",10040,FOR STATE REPRESENTATIVE DISTRICT 2,,21,21,1,JIM OLSEN,REP,133,485,4559,5177
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",10040,FOR STATE REPRESENTATIVE DISTRICT 2,,21,21,2,TOM STITES,DEM,155,522,3942,4619
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",10053,FOR STATE REPRESENTATIVE DISTRICT 15,,5,5,1,RANDY RANDLEMAN,REP,22,41,981,1044
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",10053,FOR STATE REPRESENTATIVE DISTRICT 15,,5,5,2,JUDY ROSS MOORE,DEM,5,36,606,647
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",10536,"FOR DISTRICT JUDGE DISTRICT 15, OFFICE 4",,26,26,1,BRET A. SMITH,,133,461,3992,4586
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",10536,"FOR DISTRICT JUDGE DISTRICT 15, OFFICE 4",,26,26,2,JAMES E. WALTERS,,119,403,4153,4675
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,26,26,1,YES,,156,534,5305,5995
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,26,26,2,NO,,105,384,3320,3809
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,26,26,1,YES,,158,501,4820,5479
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,26,26,2,NO,,100,412,3766,4278
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,26,26,1,YES,,141,491,4710,5342
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,26,26,2,NO,,113,410,3839,4362
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,26,26,1,YES,,148,523,4938,5609
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,26,26,2,NO,,110,379,3630,4119
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,26,26,1,YES,,142,517,5068,5727
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,26,26,2,NO,,108,378,3425,3911
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,26,26,1,YES,,142,508,5158,5808
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,26,26,2,NO,,109,385,3306,3800
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20014,COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS,,26,26,1,YES,,146,499,4879,5524
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20014,COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS,,26,26,2,NO,,105,390,3608,4103
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20021,COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON,,26,26,1,YES,,144,501,5013,5658
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20021,COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON,,26,26,2,NO,,106,395,3468,3969
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20023,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER,,26,26,1,YES,,153,494,5033,5680
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20023,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER,,26,26,2,NO,,96,392,3421,3909
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20024,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL,,26,26,1,YES,,150,486,4915,5551
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20024,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL,,26,26,2,NO,,100,407,3531,4038
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",,26,26,1,YES,,151,486,5034,5671
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",,26,26,2,NO,,100,405,3434,3939
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20026,COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE,,26,26,1,YES,,138,499,5034,5671
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",20026,COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE,,26,26,2,NO,,113,394,3449,3956
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,26,26,1,FOR THE PROPOSAL - YES,,135,437,4119,4691
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,26,26,2,AGAINST THE PROPOSAL - NO,,168,611,5580,6359
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,26,26,1,FOR THE PROPOSAL - YES,,219,723,6641,7583
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,26,26,2,AGAINST THE PROPOSAL - NO,,84,321,3017,3422
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,26,26,1,FOR THE PROPOSAL - YES,,132,428,3950,4510
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,26,26,2,AGAINST THE PROPOSAL - NO,,175,612,5678,6465
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,26,26,1,FOR THE PROPOSAL - YES,,106,351,2938,3395
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,26,26,2,AGAINST THE PROPOSAL - NO,,198,681,6636,7515
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,26,26,1,FOR THE PROPOSAL - YES,,107,436,3845,4388
11/06/2018,SEQUOYAH,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,26,26,2,AGAINST THE PROPOSAL - NO,,200,608,5844,6652
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,28,28,1,CHRIS POWELL,LIB,14,23,370,407
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,28,28,2,KEVIN STITT,REP,271,794,8242,9307
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,28,28,3,DREW EDMONDSON,DEM,182,342,3556,4080
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,28,28,1,MATT PINNELL,REP,313,856,9009,10178
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,28,28,2,ANASTASIA A. PITTMAN,DEM,140,270,2740,3150
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,28,28,3,IVAN HOLMES,IND,10,28,358,396
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,28,28,1,JOHN YEUTTER,LIB,87,154,1812,2053
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,28,28,2,CINDY BYRD,REP,329,929,9735,10993
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,28,28,1,MIKE HUNTER,REP,316,878,9294,10488
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,28,28,2,MARK MYLES,DEM,144,272,2775,3191
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,28,28,1,RANDY McDANIEL,REP,321,905,9571,10797
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,28,28,2,CHARLES de COUNE,IND,93,170,1976,2239
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,28,28,1,JOY HOFMEISTER,REP,289,795,8054,9138
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,28,28,2,JOHN COX,DEM,145,289,3138,3572
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,28,28,3,LARRY HUFF,IND,25,66,904,995
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,28,28,1,LESLIE OSBORN,REP,298,827,8710,9835
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,28,28,2,FRED DORRELL,DEM,136,268,2669,3073
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,28,28,3,BRANDT DISMUKES,IND,24,48,633,705
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,28,28,1,GLEN MULREADY,REP,304,841,8862,10007
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,28,28,2,KIMBERLY FOBBS,DEM,156,305,3127,3588
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,28,28,1,BOB ANTHONY,REP,295,837,8811,9943
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,28,28,2,ASHLEY NICOLE McCRAY,DEM,144,270,2652,3066
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,28,28,3,JACKIE SHORT,IND,24,45,594,663
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10013,FOR UNITED STATES REPRESENTATIVE DISTRICT 04,,28,28,1,TOM COLE,REP,316,875,9343,10534
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10013,FOR UNITED STATES REPRESENTATIVE DISTRICT 04,,28,28,2,MARY BRANNON,DEM,134,255,2394,2783
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10013,FOR UNITED STATES REPRESENTATIVE DISTRICT 04,,28,28,3,RUBY PETERS,IND,14,24,398,436
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10103,FOR STATE REPRESENTATIVE DISTRICT 65,,3,3,1,TONI HASENBECK,REP,6,36,439,481
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10103,FOR STATE REPRESENTATIVE DISTRICT 65,,3,3,2,BRANDON R. THOMPSON,DEM,4,9,111,124
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10389,FOR COUNTY COMMISSIONER DISTRICT NO. 1,,11,11,1,KREG MURPHREE,REP,116,304,3147,3567
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10389,FOR COUNTY COMMISSIONER DISTRICT NO. 1,,11,11,2,E R BUTCH GRAHAM,DEM,77,167,1611,1855
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10490,"FOR DISTRICT JUDGE DISTRICT 5, OFFICE 1",,28,28,1,JAY S. WALKER,,165,387,5140,5692
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",10490,"FOR DISTRICT JUDGE DISTRICT 5, OFFICE 1",,28,28,2,EMMIT TAYLOE,,189,621,5735,6545
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,28,28,1,YES,,207,648,6643,7498
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,28,28,2,NO,,161,383,4293,4837
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,28,28,1,YES,,201,493,5540,6234
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,28,28,2,NO,,165,533,5353,6051
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,28,28,1,YES,,193,477,5553,6223
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,28,28,2,NO,,173,549,5357,6079
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,28,28,1,YES,,192,482,5508,6182
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,28,28,2,NO,,173,552,5436,6161
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,28,28,1,YES,,217,650,6598,7465
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,28,28,2,NO,,146,377,4275,4798
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,28,28,1,YES,,218,636,6589,7443
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,28,28,2,NO,,146,388,4253,4787
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20014,COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS,,28,28,1,YES,,209,493,5623,6325
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20014,COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS,,28,28,2,NO,,154,527,5217,5898
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20021,COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON,,28,28,1,YES,,213,623,6458,7294
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20021,COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON,,28,28,2,NO,,147,404,4371,4922
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20023,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER,,28,28,1,YES,,199,617,6443,7259
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20023,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER,,28,28,2,NO,,162,408,4372,4942
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20024,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL,,28,28,1,YES,,197,496,5599,6292
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20024,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL,,28,28,2,NO,,163,524,5224,5911
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",,28,28,1,YES,,206,625,6396,7227
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",,28,28,2,NO,,155,398,4426,4979
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20026,COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE,,28,28,1,YES,,205,622,6412,7239
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",20026,COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE,,28,28,2,NO,,159,405,4446,5010
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,28,28,1,FOR THE PROPOSAL - YES,,233,549,5067,5849
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,28,28,2,AGAINST THE PROPOSAL - NO,,206,589,6980,7775
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,28,28,1,FOR THE PROPOSAL - YES,,348,923,9782,11053
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,28,28,2,AGAINST THE PROPOSAL - NO,,90,207,2201,2498
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,28,28,1,FOR THE PROPOSAL - YES,,194,503,5273,5970
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,28,28,2,AGAINST THE PROPOSAL - NO,,241,624,6643,7508
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,28,28,1,FOR THE PROPOSAL - YES,,173,435,4343,4951
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,28,28,2,AGAINST THE PROPOSAL - NO,,255,690,7532,8477
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,28,28,1,FOR THE PROPOSAL - YES,,215,529,5405,6149
11/06/2018,STEPHENS,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,28,28,2,AGAINST THE PROPOSAL - NO,,222,601,6538,7361
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,11,11,1,CHRIS POWELL,LIB,4,7,136,147
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,11,11,2,KEVIN STITT,REP,143,358,2592,3093
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,11,11,3,DREW EDMONDSON,DEM,27,106,761,894
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,11,11,1,MATT PINNELL,REP,142,380,2791,3313
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,11,11,2,ANASTASIA A. PITTMAN,DEM,26,71,565,662
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,11,11,3,IVAN HOLMES,IND,2,17,120,139
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,11,11,1,JOHN YEUTTER,LIB,14,48,436,498
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,11,11,2,CINDY BYRD,REP,146,403,2928,3477
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,11,11,1,MIKE HUNTER,REP,140,383,2871,3394
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,11,11,2,MARK MYLES,DEM,29,87,596,712
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,11,11,1,RANDY McDANIEL,REP,137,392,2866,3395
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,11,11,2,CHARLES de COUNE,IND,24,60,495,579
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,11,11,1,JOY HOFMEISTER,REP,127,369,2603,3099
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,11,11,2,JOHN COX,DEM,29,85,645,759
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,11,11,3,LARRY HUFF,IND,13,14,220,247
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,11,11,1,LESLIE OSBORN,REP,140,388,2823,3351
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,11,11,2,FRED DORRELL,DEM,22,71,513,606
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,11,11,3,BRANDT DISMUKES,IND,5,8,119,132
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,11,11,1,GLEN MULREADY,REP,135,378,2793,3306
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,11,11,2,KIMBERLY FOBBS,DEM,32,89,657,778
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,11,11,1,BOB ANTHONY,REP,128,364,2621,3113
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,11,11,2,ASHLEY NICOLE McCRAY,DEM,26,85,643,754
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,11,11,3,JACKIE SHORT,IND,15,16,195,226
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10012,FOR UNITED STATES REPRESENTATIVE DISTRICT 03,,11,11,1,FRANK D. LUCAS,REP,142,398,2895,3435
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10012,FOR UNITED STATES REPRESENTATIVE DISTRICT 03,,11,11,2,FRANKIE ROBBINS,DEM,26,71,580,677
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10099,FOR STATE REPRESENTATIVE DISTRICT 61,,11,11,1,KENTON PATZKOWSKY,REP,126,322,2323,2771
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",10099,FOR STATE REPRESENTATIVE DISTRICT 61,,11,11,2,ASHLEY LEHNERT,DEM,45,148,1163,1356
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,11,11,1,YES,,83,260,2104,2447
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,11,11,2,NO,,56,151,1056,1263
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,11,11,1,YES,,90,250,1947,2287
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,11,11,2,NO,,49,158,1210,1417
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,11,11,1,YES,,88,255,1986,2329
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,11,11,2,NO,,54,165,1233,1452
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,11,11,1,YES,,86,236,1992,2314
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,11,11,2,NO,,56,182,1231,1469
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,11,11,1,YES,,87,267,2115,2469
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,11,11,2,NO,,55,148,1097,1300
11/06/2018,TEXAS,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,11,11,1,YES,,85,277,2155,2517
